document_id,class,text,producer,creator,filename,folder_name,pages,file_size,page_rot,page_size_x,page_size_y,word_count,copyright_symbol,images,entropy
704a10d5f79155bd314334189950e4f8,1,0.5,0,0.5,0.5,0.5,4,231.756,False,612,792,10846.75,False,0,2.4559764684
ec1b4a4ee9f6359c6c2c003b796d191e,1,0.5,0.5,0.5,0.5,0.5,10,10496.924,False,590.4,839.04,4056.1,False,0,5.2642149609
dabac6f90165248f2e7968aab139bc5a,0,0,0,0.5,0.5,0.5,1,94.39,False,595,842,3457,False,0,1.4848257536
d52c3bf565927c825d3df28f02732d0f,1,0.5,1,0.5,0.5,0.5,3,3087.869,False,612,841.68,3734.3333333333,False,0,3.9587839268
ccf6adb644db4659841674c3c44317e2,0,0,0,0,0.5,0.5,12,328.015,False,720,540,749.6666666667,False,0,1.8993043636
800b804a4d5982f647d41dd35f34724e,1,0,0,0.5,0.5,0.5,4,262.725,False,595,842,2678.75,False,0,2.2536386821
993070b24b93d19305abb85e07f4921c,1,0.5,0.5,1,0.5,0.5,7,174.915,False,612,792,6955.2857142857,True,0,1.9823660689
ee80f0e0afa1b166d9237260f9add15b,1,0.5,1,0.5,0.5,0.5,7,2916.361,False,841.68,591.12,0,False,1,4.4694286977
5a6c450590a545ddc90de333ea4ad5f9,1,1,0.5,0.5,0.5,1,17,291.252,False,481.89,680.315,4414.2352941177,True,0,1.8580772272
6fd5b1d2b8346f32dbad9a7a9fc0190a,0,0,0,0,0.5,0.5,1,11.37,False,720,540,2083,False,0,1.0829657581
c2af7f0ced809aab4d5000ac89b8409e,0,0,0,0,0.5,0,24,9753.724,False,842,595,566.3333333333,False,0,4.7315632861
b7fd217a80003749fb99bc0aff70d1b1,1,0,0.5,0.5,0.5,1,25,216.156,False,439.37,666.142,3595.44,True,0,1.6715159566
533942671f0909ea7bf8cf406545f95a,0,0,0,0,0.5,0.5,4,226.312,False,595,842,1247.75,False,0,1.0295059287
a7f54c58f810e2ea9f95ec28aad08f8b,1,1,0.5,1,0.5,0.5,11,2075.524,False,612.283,790.866,6579,False,0,2.4579633916
fae4d6ff89fa6aee876d05bbcc02e859,1,0.5,1,0.5,0.5,0.5,10,1379.753,False,841.68,595.44,0,False,1,1.7306751498
beb30cdc3060b9c99a838e8ab53ad4fa,0,0,0.5,0,0.5,0.5,32,2632.127,False,720,540,380.71875,False,0,0.7957979309
f7f838220c6419f5a93c204acdecb326,0,0,0,0,0.5,0.5,1,378.135,False,595.32,841.92,2624,False,0,0.9928964868
92879867560fe876ae96ee114ed413a7,1,0.5,1,0.5,0.5,0.5,4,609.869,False,839.52,592.56,0,False,1,1.8427766565
5830b4b4ad5bc60712a2c690aff8a930,1,0.5,1,0.5,1,0.5,5,574.016,True,592.56,840.24,0,False,1,1.5647644001
1ad1645a7df2aa44aaad65a8dc9af6cd,1,0.5,0,0.5,0.5,0.5,4,1405.843,False,597,485,0,False,1,2.6080561768
9061a068beb2f5ccee01559479d56b81,1,0.5,0.5,1,0.5,0.5,18,3895.839,False,991,1446,0,False,1,2.5464768785
cb72170a28df55a7c468790aacef483f,1,0.5,1,0.5,1,0.5,6,2734.833,True,592.2,837.36,0,False,1,3.1698656228
7abd567addfa19b36c6366c64802f5a8,1,0.5,1,0.5,0.5,0.5,13,7331.666,False,839.88,591.48,0,False,1,4.6061178001
a7d555bc3a91f1cec862e1d5da86664d,1,0.5,0,1,0.5,0.5,16,12168.283,False,429.69,633.983,0,False,1,3.019475712
a251d39c3f59c9c69128a7903b02282c,0,0.5,0,0,0.5,0.5,31,791.086,True,595,842,875.3225806452,False,0,1.4706331779
a51af7c9f45e2ff2033fa12d93f3ece5,1,1,0.5,0,0.5,0.5,30,675.275,False,595.02,841.98,3798.2333333333,False,0,0.9737846883
b81fbf7b978379a61b32531f17f437e3,0,0,0,0,0.5,0,12,3927.245,False,720,540,604.1666666667,False,0,3.4275238211
c60945acee635aab7006879855b39697,0,0,0,0,0,0,21,676.076,False,720,540,672.1904761905,False,0,1.3200571584
a26f66f3a1a510d57c61318c04854b06,0,0.5,0,0,0.5,0.5,1,143.948,False,594.96,842.04,4153,False,0,1.6568052705
dc3ad7a99c8ec2ec9596145597c291ba,0,0,0,0,0.5,0.5,4,2447.08,False,595,842,1561.5,False,0,1.4025846713
02da28d6cbad796f59478c920c65132a,1,1,1,1,0.5,1,18,3647.794,False,816.48,649.2,2841.6111111111,True,0,0.6715929761
dc8a497f56deda2bf6e0b3610e8c6ed2,0,0.5,0,0.5,0.5,0.5,6,46.161,False,595,842,1335.3333333333,False,0,0.8212021343
cf5cff19e4964e927f5c3c4b38d2799f,0,0.5,0,0,0.5,0.5,1,145.207,False,595.32,841.92,1538,False,0,0.736476628
c78c0acd9ba70cb14c47cb7c430947d1,0,0.5,0,0,0.5,0.5,1,97.012,False,595.276,841.89,3132,False,0,1.1308717024
acffaa8c7536043660626e0a166cd81e,0,0,0.5,0.5,0.5,0,1,38.316,False,595.22,842,3287,False,0,0.7876098041
2dfbeee0d9936b16b2d5405a0a3bd445,0,0,0,0,0,0,10,409.209,False,720,540,661.9,False,0,1.5709347956
462926e97f3d1b690a8a4c4c4d292faa,0,0,0,0,0,0.5,22,553.245,False,720,540,713.9545454545,False,0,1.4740125874
86ee3459cab1d21e29d96a9760c2c439,1,0.5,0,0.5,0.5,0.5,13,103.108,False,595,842,3092.0769230769,False,0,1.1117528752
8547937096f8e8619534cb19bf11bcac,0,0,0,0,0,0,1,72.294,False,595.276,841.89,2632,False,0,0.8227578799
cdd01b412c527f68429d46951caa886f,1,0.5,0.5,0.5,0.5,1,5,79.257,False,576,774,6493,True,0,1.6231324042
b3284cd6ccb91ada94e2548f068f9d1a,0,0,0,0,0.5,0.5,2,212.777,False,595.32,841.92,2639.5,False,0,1.0878246657
5caa1969d998530e9103e0fed58d0f89,1,1,1,1,0.5,1,19,256.873,False,521.575,680.315,3808.1052631579,True,0,1.6307540669
23bf3c448554648a00cc6421340d9214,0,0.5,0.5,0.5,0.5,0,1,92.162,False,595.276,841.89,3773,False,0,0.8250086235
b442571b60c7f6bc450b621b3641cb27,0,0,0.5,0,0.5,0.5,23,628.535,False,720,540,776.4347826087,False,0,2.3002006178
8bec1ed36232a9b9b99ca2b508b47b35,0,0,0,0,0.5,0.5,1,14.082,False,595.32,841.92,10866,False,0,2.1711607107
e5b6d96688db590b7af736ec2a21d3a5,1,0,0.5,0.5,0.5,1,29,361.672,False,481.89,680.315,3533.2413793104,False,0,1.5559550474
4eaaacffb64cf47c5bc29670e496e936,0,0.5,0,0.5,0,0,15,1102.644,True,595,842,408.9333333333,False,0,2.0003471733
c773e47a763dc67effebac036d744c08,0,0.5,0,0,0.5,0.5,2,136.691,False,793.8,595.2,863,False,0,1.2105061565
42787acb3d166879da108d9846596948,1,0.5,1,1,0.5,0.5,19,2100.48,False,424,630,0,False,1,2.9727808856
2b031cdcf6f6d05dd5a9cdabe7021f31,0,0,0,0,0,0.5,13,395.983,False,595,842,3599.3846153846,False,0,1.1250997534
cba4116ce659a7ec02999768272f5a0d,0,0,0,0,0.5,0.5,1,24.848,False,595,842,2348,False,0,0.7458242653
c257a618e36a990c11ee5d0956fbedac,1,0.5,0.5,1,0.5,0.5,15,484.112,False,485.75,841.7,4007,False,0,2.5314552695
67e25b80ec8bbcb211ab6f33da487a0d,1,1,0.5,1,0.5,0.5,13,114.714,False,383,656.16,3255.3076923077,False,0,1.6929326867
0db714d98031383bbf0612601857e6cd,0,0.5,0,0,0.5,0.5,4,130.307,False,595,842,3349.25,False,0,1.0619728863
be3ba0a1d05864d54ef44ea88633eb4e,1,1,0.5,1,0.5,1,20,358.017,False,442.205,663.307,3065.9,True,0,1.4904165976
38d465d7501cadd3e55f55a1d4d61b7b,0,0,0,0,0.5,0.5,1,44.499,False,612,792,480,False,0,0.3048980051
acb2c92bfed81307a7905e47640f3462,1,0.5,0.5,0.5,0.5,0.5,9,4562.855,False,334.8,453.84,8300.5555555556,False,0,2.765341606
d6cd3c08d9141c7d2ef4750b7dbe0c32,0,0,0,0,0,0.5,6,349.799,False,720,540,395.1666666667,False,0,0.6395308857
245f39c1ba2a02ce6ed0003a6eda016c,1,0.5,1,1,0.5,0.5,6,1736.025,True,515.52,728.28,0,False,1,4.845747813
e2997e186452caa16d7a1b4fb649f262,0,1,0,1,0.5,0.5,2,74.76,False,612,792,2729.5,False,0,0.7475972286
a3ee8904cde89795566c4bb38d626348,0,0,0,0.5,0.5,0.5,108,11347.706,True,595,842,829.037037037,False,0,2.7247816339
bc1f629a073d4a59bd9fc5de8c3d3318,0,0,0,0.5,0.5,0.5,27,8028.797,True,595,842,4661.7407407407,False,0,1.2515860297
2ae9bf1b5b6304b304680539f0c2c479,1,0,0.5,1,0.5,0.5,19,434.369,False,595,842,5326.8421052632,True,0,2.2560836842
b3cc1b81e5e993aab7f8cbefe3eb9b62,1,0.5,1,1,0.5,0.5,24,14791.316,True,841.68,595.2,0,False,1,2.5892551139
99ce57e268b6a1ae455cf8b151776bd1,0,0.5,0,0,0.5,0.5,2,347.469,False,841.92,595.32,1165,False,0,1.2938375242
c2c0e7dc265d23336445302de5b2c153,0,0,0.5,0.5,0.5,0.5,1,53.848,False,595,842,2496,False,0,1.0759928274
dc2f70abe9a81abf7900062a6bbf2c73,1,0,1,0.5,0.5,0.5,7,184.051,False,595,842,7270.2857142857,True,0,1.8958377508
5bf2501bc4de0bc29f53e31f255714f0,1,1,0.5,1,0.5,0.5,36,1793.723,False,547.087,737.008,4969.9166666667,True,0,3.433471141
c3a8f9a3cad4fa8410df343093d0ccef,1,0,0.5,1,0.5,0.5,14,784.492,False,547.087,765.354,5286,False,0,1.8972689414
5c3d6d8fbec6b61644f87989a00b68ed,0,0,0,0,0,0.5,2,192.976,False,595,842,1972,False,0,0.836491426
df07b68cc98b4b0e84fb31769bdf6c77,0,0,0,0,0.5,0.5,2,102.531,False,595,842,2875.5,False,0,1.1330728793
ec19744b68ebb0bddac74de57d08b786,0,0,0,0,0.5,0,16,513.751,False,720,540,721.875,False,0,3.6289676666
0d041d5ca5a3e0ef36c3d7e71e3b436a,1,0.5,1,1,0.5,0.5,12,5553.685,False,495,691,0,False,1,2.5365194843
11514bff6b28ab0b35a629ff3053107b,0,0,0,0,0.5,0,23,125.77,False,362.835,272.126,698.347826087,False,0,0.6974941983
d36ebc7546a7623c548b9e2f0220f9bf,1,1,0.5,1,0.5,0.5,33,544.692,False,544.252,742.677,5152.7878787879,True,0,1.6436399764
66b3190fcb1a408397f63bc2566552e8,1,0.5,0.5,1,0.5,0.5,12,531.402,False,547.087,685.984,5583.1666666667,True,0,2.0550611314
eda3c0a551fd02d1c48c6d049f430fb5,0,0.5,0,0,0.5,0.5,1,73.195,False,595.32,841.92,3167,False,0,0.8880903823
b56efd2298d55fb9ecf07ab0968dad70,1,0.5,0,1,0.5,0.5,5,2436.769,False,409,566,0,False,1,3.887771867
221f4611780c0ae10771fd707c3f229e,0,0,0,0,0.5,0.5,1,34.356,False,595,842,2909,False,0,1.3889856694
4c3d0f7994f9a9c9c02627cc0b3e62d1,1,1,1,1,0.5,0.5,26,4433.218,False,672.467,580.56,4882.9615384615,True,0,1.6767908866
1bca0ab66e2db73883fce287878054ed,0,0,0,0,0,0,8,393.394,False,842,595,756.125,False,0,1.733722664
a9e0db397b2e8b95931bffd8a56d5c18,1,0.5,0.5,0.5,0.5,0.5,11,125.049,False,481.891,680.312,3106.7272727273,False,0,1.4853581452
57a9d0eaa67a6f190d8669693a5d5b39,0,0.5,0,0.5,0.5,0,1,32.202,False,595,842,2345,False,0,1.1292825917
f41d85f790ac6c88d3d66cd876ff0b85,1,0,0.5,1,0.5,0.5,7,3572.142,False,602.64,846.96,8614,False,0,4.2078404216
78b0b31e3e1959e33bf85b5e93c205bf,1,0.5,0.5,1,0.5,0.5,15,480.421,False,519.6,668.88,6647.1333333333,False,0,1.2746117705
817123089e24dc59400616e55b625f9c,1,0.5,1,1,0.5,0.5,10,9009.971,True,694.8,1049.04,0,False,1,3.1536521462
2343c78f51730edb9526bd8ec9feecab,1,0.5,1,1,0.5,0.5,8,6864.046,True,694.8,1049.04,0,False,1,2.8620676272
c93c67dec6bbccb752a28bd67234c013,1,1,1,1,0.5,1,14,3768.073,False,995.04,714.24,3537.1428571429,True,0,1.0772211162
f4ae184b6e408f404f44043d270305be,0,0.5,0.5,0,0.5,0.5,18,18649.244,False,720,540,0,False,1,3.7860822893
c09f5272a5977ecf1c08b2f96aa92769,1,0.5,1,1,0.5,0.5,37,3332.871,False,612,792,0,False,1,1.2243265736
d659934e59b496a11b7bffb22eabbba9,1,0.5,0.5,1,0.5,0.5,4,224.39,False,595.22,842,0,False,1,1.3654504079
586699b6e17bee4dfc3fae4fe8ca46de,1,1,1,1,1,0.5,10,1971.971,False,776.88,646.32,1325.5,True,0,1.3576001973
7ebe36339e0bd9fb99d1001f8a2d48d7,1,0.5,0.5,1,0.5,1,11,250.741,False,595.206,782.408,7708,True,0,1.9011989886
b1054f5600fafd3c40c69d06366a788a,1,0.5,0.5,1,0.5,0.5,2,339.401,True,606,836,0,False,1,1.4636296932
601a8ae9adbf06790b045fc2180403c8,0,0,0.5,0,0.5,0.5,27,1006.111,False,720,540,352.6296296296,False,0,1.7728094734
fdc2473acf68e5b14502356cbfd7e6e6,0,0.5,0,0,0.5,0,12,779.255,False,794,595,537,False,0,4.3789372348
782dea5481ce5a618f9c2018a7f82291,0,0,0,0.5,0,0,2,46.855,False,595,842,2642.5,False,0,0.7434318964
76ee11104f97d05592728a76819886af,0,0,0,0,0.5,0,2,216.079,False,595.276,841.89,1410.5,False,0,1.3336193489
6487721de7c5bd3f50257e8931020606,1,0.5,0.5,0.5,0.5,0.5,431,2506.385,False,419.528,595.276,3496.9489559165,True,0.0023201856,1.4559464033
07bea47871ed05471345b43123c36787,0,0.5,0,0,0.5,0.5,15,1179.594,False,525.12,781.8,1288.8,False,0,2.1795389617
19eefc8dfc7b1a48c76204d49be225cd,0,0,0.5,0,0.5,0.5,55,3130.057,False,720,540,649.8909090909,True,0,3.4315873337
9f5832a1a3eec3ef2266e523f85c4322,1,1,0.5,1,0.5,0.5,8,281.169,False,612,794,7543.375,True,0,2.4421559007
794facc66d27f24548ee2f549c940bb0,0,0,0,0,0,0.5,7,328.753,False,720,540,480.8571428571,False,0,3.3505107878
181d7b216b708dcaa928d045db9ac533,1,0.5,1,1,0.5,0.5,12,1936.196,True,841.68,595.2,0,False,1,1.5476326109
8d072fc27449b5637453d45a9d75e2b0,1,1,1,1,0.5,0.5,31,358.285,False,442,663,3505.0322580645,True,0,1.620820219
0d388cd77c8adaa0dfda4c37fa560ea3,1,0.5,1,1,0.5,0.5,13,2557.43,True,841.68,595.2,0,False,1,1.9801000615
b3bc5f90b2f95cfc7ae07a7993a8245d,1,0.5,0,1,0.5,0.5,11,1297.388,False,842.04,595.44,0,False,1,1.2613652163
1d37b3212c1b5310ba094ec3771e096f,1,0.5,1,1,0.5,0.5,12,8053.633,True,841.68,595.2,0,False,1,2.4919598785
915a0b199e72a0ed71a2c7c70c3864bd,1,0.5,1,1,0.5,0.5,15,10780.217,True,841.68,595.2,0,False,1,2.5917905467
6032b50d503896c3fd7d9cd31d2e0447,0,0,0.5,0.5,0.5,0.5,24,229.493,False,595.22,842,3215.8333333333,False,0,0.8063872949
f780b6fe9fc8663edb57fe35efb5d3cf,0,0,0,0,0.5,0.5,1,14.886,True,595,842,3649,False,0,0.5875519522
6cc774f865f81f5eac3aa7472c154863,0,0,0.5,0.5,0,0.5,9,119.383,True,595.22,842,752.2222222222,False,0,0.7396715531
6c506f152cd07137efd288593cbffd20,0,0,0,0,0.5,0.5,14,355.519,False,720,540,493.7857142857,False,0,1.7064505501
ec6c670e5ef6bf7d7410c6d6a898783a,0,0,0,0,0.5,0.5,2,740.004,False,595,842,1915.5,False,0,1.4397413482
726e8038a92683b87da0d3be02bba6f8,0,0.5,0,0,0.5,0.5,3,299.204,False,595.32,841.92,2251.6666666667,False,0,0.8596749152
38f06ca16328a4bd7e612ffd1c4b7ee5,1,0.5,0.5,1,0.5,1,9,3507.302,False,576,768,7078.5555555556,False,0,3.4962244128
b46cd5487e3ee924a16c450081385054,0,0,0,0,0,0,2,386.656,False,595.32,841.92,2629.5,False,0,0.8329743814
10472a5cc8189b85f8e5cb4992eb5e27,0,0,0,0,0.5,0.5,4,4569.607,False,595,842,4109.5,False,0,1.4314538208
6a8a613fd603840464d86eb8ffe1832f,1,0.5,0.5,0.5,0.5,0.5,2,1642.093,False,1675,595,8191,False,0,3.4392126862
a9befca62636a6ecd35e26ef34fe3d14,0,0,0,0,0,0.5,16,1042.049,False,720,540,1015.9375,False,0,2.1755477281
0f74b2595619c8e58df07d7678d0bac7,1,0.5,0.5,0.5,0.5,1,27,8742.117,False,595.276,841.89,0,False,1,1.8211508514
f967231d72b895e69328aa496f0aabe5,0,0,0,0,0.5,0.5,32,2102.366,False,842,595,378.125,False,0.03125,0.9854699912
70d5e7dbec02855b5f1dc3b150561517,0,1,0,0,0.5,0.5,1,162.376,False,595.32,841.92,2675,False,0,0.8350614974
96f465fd9057f87286768dab16e5a3a6,1,1,0.5,0.5,0.5,1,27,177.659,False,432,648,3557.9259259259,False,0,1.6931712333
dfa3ca564d27c29d0162470c0387592c,1,0,0.5,0.5,0.5,0.5,16,711.834,False,439.37,609.449,3238.8125,False,0,2.3644455788
0e680960dae616bf57206f7d248cb5d9,0,0.5,0,0,0.5,0,2,82.612,False,595.276,841.89,2215.5,False,0,0.4677398311
6f1628a48e22e133e1112133a372ab90,0,1,0.5,1,0,0.5,12,468.605,False,841.44,595.2,507.6666666667,False,0,3.7686740501
edb39ad8d177b907647e17c501a5d952,0,1,0,0,0.5,0.5,3,335.356,False,595.32,841.92,2995.3333333333,False,0,1.2062073008
f63723b6fd07eac46d00e4feeb1dfc11,1,0.5,0.5,0.5,0.5,0.5,7,14567.814,False,841.68,595.2,7217.7142857143,False,0.1428571429,6.3812683847
88fe193ecb82d3a5bf99ade6e3b6c181,0,0.5,0,0,0.5,0.5,2,31.945,False,595.29,841.89,1459,False,0,0.5755258683
0e460dae3d7ea24bb87a7b7c06b2597a,1,0.5,0.5,0.5,0.5,0.5,18,178.009,False,612,791,4915.4444444445,True,0,1.8448425696
a9fe171d4c75d82952c56baa9077660c,1,0.5,0.5,0.5,0.5,0.5,23,2936.913,False,595.44,842.04,0,False,1,1.7683698651
1ca4340045e79da46a780e87e550d54e,0,0.5,0.5,0.5,0,0.5,1,83.185,False,595.22,842,2214,False,0,1.0816469159
ded60315160a71353b337ac834d7e5ff,0,0,0,0,0.5,0.5,2,222.477,False,595.32,841.92,2672,False,0,1.4479708445
8206deccaa88ae2939cdf656d9ba2c98,1,0.5,0.5,1,0.5,1,22,419.796,False,595.22,842,5612.4090909091,True,0,1.3143134597
7047dafc15678289679c8e1646521de5,1,0,0,1,0.5,0.5,14,505.887,False,595.276,841.89,3630.2857142857,False,0,1.0943917058
960a7a32fda61153cbb70fdeaeaceb52,1,0.5,0,0.5,0.5,0.5,7,8960.121,False,676.62,992.16,401.1428571429,False,0,1.6570071057
97e03be97a6b560fd1e440eefd686047,1,0,1,1,1,1,9,9873.842,False,848.64,600.72,6063.8888888889,False,0,2.4519979472
059600524e5fa4fff9c72854ae7c70dc,0,0.5,0.5,1,0.5,0.5,6,462.524,False,558.197,746.7,0,False,1,1.3739575943
d9eebb93c161bb0131245f80e8ccc0b3,0,0.5,0.5,1,0,0.5,8,746.773,True,842,596,0,False,1,1.4250040135
97ae6e945b79648146316df26fd40b62,0,0,0.5,0.5,0.5,0.5,1,84.886,True,595.22,842,1396,False,0,1.0738091581
50112228648344fb4a2769230ce84478,0,0.5,1,1,0,0.5,1,45.322,False,595.28,841.89,0,False,1,0.9962124022
cb38a3436fe1c0c9925444a27739735f,1,0.5,1,1,1,0.5,12,1196.158,False,825.12,595.2,830.0833333333,False,0,0.5330364594
b1a1e2d9f0ee0a03b4a9d1ae3b9a64f6,0,1,0,0,0.5,0.5,22,202.665,False,595,842,3543.2272727273,False,0,1.0556965855
fb6cefd957011786d282207c6b8b0a79,0,0.5,0.5,0,0.5,0.5,1,286.385,False,540,720,6704,False,0,3.7013313093
005dfc1c17ead60647316996758657cb,0,0.5,0.5,0,0.5,0.5,1,32.038,False,595,842,2695,False,0,1.1502363165
8a577d56844f497755ebcb2f2310fe71,0,0.5,0,0,0.5,0.5,2,339.392,False,595.32,841.92,1963,False,0,0.83944827
d2df582142ec6c641172eca265b828b1,0,0,0,0,0.5,0.5,9,427.132,False,536.04,782.64,2253,True,0,1.2077754653
0cd8050510f0ac42d53abb7c32f46c28,1,0.5,0.5,1,0.5,0.5,3,504.408,False,774.72,532.56,0,False,1,2.4388597888
4a0bc69b29cdc8a3cc5db9a5d6884d71,0,0,0,0.5,0,0.5,16,1157.33,True,595,842,639.6875,False,0,4.258081038
6b5cb26281ad95dd3b5e7af21685a70b,1,0.5,0.5,0.5,0.5,0.5,7,1973.656,False,515.88,728.28,2602.8571428572,False,0,3.8703111837
bc661c71e85079604e01510975cd7b16,1,0.5,0.5,0.5,0.5,0.5,20,991.907,False,595.276,841.89,5051.6,False,0,2.2006463697
d1be25e9fe083d925b901322f58cce50,1,0.5,0,0,0.5,0.5,6,2926.239,False,841.92,595.32,73.5,False,0,4.3881902812
a36b5399dfa040cb9b13dd14fb0641c6,1,1,0.5,1,0.5,0.5,24,82.877,False,612,792,3336.25,False,0,0.968205929
de66b8f272fbfa2823bd6abf54407272,1,0,0.5,1,0.5,0.5,42,654.13,False,595,842,2837.5714285714,False,0,0.42289778
18111af931025656bdf4581bd27b268e,1,0,0.5,0.5,0.5,0.5,28,205.188,False,595,842,2963.2857142857,False,0,0.4045870705
5f4468cfc915fca902e6b4677bc6db2a,0,1,0,0,0.5,0.5,8,137.615,False,595,842,1541.875,False,0,0.9804237738
56c7aa5427fa26527b5073f2aff932c6,1,0,0,0,0.5,0.5,169,2416.897,False,595.32,841.92,4253.4201183432,False,0,0.9765711123
bd613a7d5de70d2fe01ed9ef5bf29411,1,0.5,0.5,0.5,0.5,0.5,28,1886.546,False,452.198,634.218,118563.714285714,True,0,0.9514339189
381cd79b28e4958ced79873d02100403,0,0,0,0,0,0,31,762.611,False,720,540,664.1290322581,False,0,0.8179096857
c6196408ba20920568cdf3d32db57979,0,0.5,0.5,0,0.5,0.5,1,4097.169,False,595,842,423,False,0,4.2872758545
9da655887462ea26bf4551b145b9dde1,1,0.5,1,1,0.5,0.5,23,4484.124,False,439,666,4011.8260869565,True,0,1.7214032159
87c2c623a9c84e643fb69e019f0431ba,0,0.5,0.5,0.5,0.5,0.5,1,9.67,False,595.22,842,4027,False,0,1.2601081629
08074d87683b942209b1e2a3da2f6899,1,0.5,1,1,0.5,0.5,28,11920.45,False,476.22,680.315,4162.8214285714,True,0,2.4627312868
2559d85fd6a601e50545602d0d923e8a,1,0.5,1,1,0.5,0.5,25,5455.237,False,476.22,680.315,4121.16,True,0,3.9524112502
1deb3bda4ba19718376515b4a994adfa,0,0.5,1,1,0.5,0.5,86,6454.52,False,842,595,283.0930232558,False,0.0930232558,3.3278629325
