document_id,class,producer,creator,pages,file_size,page_rot,page_size_x,page_size_y,filename,folder_name,text,word_count,copyright_symbol,ratio_text_image,ration_text_pages,ratio_words_box,avg_text_size,ratio_image_pages,avg_image_size
7a67e00bd6f845859e1401de40d29951,0,0.0,0.0,2,54.541,0,595.0,842.0,0.0,0.0,0.0,3984.0,0,9.0,9.0,51.333333333333336,29860.9568455,1.0,3980.830000000001
7a778840e0f203deba6752ef64cec853,1,0.0,0.5,5,2645.963,0,595.32,841.92,0.0,0.0,0.0,1222.8,0,10.4,10.4,11.884615384615385,7539.019341266057,1.0,300909.76739999995
7ac44578e3ea52e704c51776438bf6eb,0,0.0,0.0,5,536.088,0,842.0,595.0,0.0,0.0,0.0,1719.0,0,5.230769230769231,13.6,5.705882352941177,10358.50414636539,2.6,25809.192300817693
7adde97c79ef5129a3c9ccef0579afce,0,0.0,0.0,10,553.569,0,960.0,540.0,0.0,0.0,0.5,714.4,0,83.0,8.3,7.409638554216867,14842.465343722097,0.1,14693.1408
7b9778f8f7fb1c67783b82fb9bae42ab,1,0.5,1.0,58,5005.345,0,467.716,680.315,0.0,0.0,1.0,4872.120689655172,1,26.324324324324323,16.79310344827586,37.87268993839836,8774.417330504259,0.6379310344827587,37465.178095189185
7c1b592a0b256f3bb61e42c6a0260022,0,0.5,0.5,14,328.579,0,720.0,540.0,0.0,0.0,0.0,1341.0,0,4.294117647058823,15.642857142857142,5.223744292237443,8900.86490898082,3.642857142857143,26554.81938783688
7c24db5aa5132a99d932110a67673f9d,1,0.5,0.5,1,1712.806,0,1094.0,1807.0,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,1976858.0
7c2dbe049226016b037e7df2a4eada29,1,0.5,0.5,5,70.158,0,595.22,842.0,0.0,0.0,0.5,3642.8,0,18.5,7.4,55.24324324324324,27826.434640340958,0.4,7287.879599999998
7c40b8c92b9e787ff3beb1ed3aa928be,0,0.0,0.0,19,411.878,0,720.0,540.0,0.0,0.0,0.0,814.421052631579,0,32.2,8.473684210526315,6.881987577639752,16259.116178802486,0.2631578947368421,44606.373875000005
7c493afd06cfccb634d577d9a8ad1e62,0,0.5,0.5,8,263.394,0,595.2,841.92,0.0,0.0,0.0,8764.125,0,53.2,33.25,6.639097744360902,5241.087235605221,0.625,45790.31192940867
7c4f3db31648b60e8a804ddeaaf2e034,1,0.0,1.0,4,2397.989,0,612.0,841.68,0.0,0.0,0.5,0.0,0,0.0,0.0,nan,nan,1.0,515108.16
7c6b7643d5f79c541d2099073b84c68f,0,0.0,0.0,51,19753.906,0,595.29,841.89,0.0,0.0,0.0,2117.5098039215686,0,20.875,6.549019607843137,31.46706586826347,26829.23971436205,0.3137254901960784,266183.5484600001
7c84ebb37eb573d3280fa72f0714e47d,0,0.0,0.0,2,110.353,0,595.32,841.92,0.0,0.0,0.5,1499.0,0,0,7.5,22.0,15682.187989333328,0.0,nan
7c8ddfe0b9060078d1118359cbdcb5b2,0,0.0,0.0,2,36.01,0,612.0,792.0,0.0,0.0,0.5,2144.0,0,0,13.5,22.85185185185185,16061.913635079623,0.0,nan
7dba967027ff9c50e80ac93df0ba864f,0,0.5,0.0,1,53.976,0,595.0,842.0,0.0,0.0,0.0,682.0,0,0,13.0,5.923076923076923,3633.1189144615414,0.0,nan
7dc8171d1f40cb6d4ab849e0901f9989,0,0.5,0.5,93,581.87,0,595.0,842.0,0.0,0.0,0.5,3372.8817204301076,0,261.0,16.838709677419356,22.582375478927204,13442.041028587822,0.06451612903225806,1003.9680000000002
7dd009728b1a1232c382a75c3561767f,1,0.0,0.5,269,4096.759,0,419.528,595.276,0.0,0.0,0.5,2532.0631970260224,1,32.855932203389834,14.41263940520446,19.23007480010317,8470.212257447869,0.43866171003717475,12974.958398995695
7de82c753289f8486c8b6f0c03c35954,0,0.0,0.0,2,117.482,0,595.276,841.89,0.0,0.0,1.0,1906.5,0,0,11.5,12.478260869565217,9614.284991842635,0.0,nan
7ebe8c95e95dd47bed1810888cd93f96,0,0.0,0.0,1,43.689,0,595.28,841.89,0.0,0.0,0.5,1788.0,0,0,12.0,19.416666666666668,14011.215564299986,0.0,nan
7ebf10d041cc0a0c71ec902b01eb3db8,0,0.0,0.0,4,117.125,0,595.0,842.0,0.0,0.0,0.5,2330.25,0,0,23.25,9.21505376344086,9048.787324194538,0.0,nan
7eefb414b8a5199fa26fc1f5a0928ed8,0,0.0,0.0,4,158.468,0,595.32,841.92,0.0,0.0,0.5,2528.0,0,0,28.75,10.382608695652173,3210.1216200824697,0.0,nan
7f2d24e1e8c7f0572a22a3be05bfb36c,0,0.0,0.0,17,295.044,0,720.0,540.0,0.0,0.0,0.0,480.6470588235294,0,105.0,6.176470588235294,10.0,24882.008452955353,0.058823529411764705,23061.6144
7f3241fa318dd355c4b45ca2741e9200,0,0.0,0.0,1,260.062,0,595.32,841.92,0.0,0.0,0.5,1922.0,0,0,12.0,12.5,7404.165108799995,0.0,nan
